organizationId,Ticker,Year,Quarter,PE,PB,EPS,ROE,GrossProfitGrowthYoY
2739,ACB,2023,1,,,,,
2739,ACB,2023,2,,,,,
2739,ACB,2023,3,,,,,
2739,ACB,2023,4,,,,,
2739,ACB,2024,1,,,,,
2739,ACB,2024,2,,,,,
2739,ACB,2024,3,,,,,
2739,ACB,2024,4,,,,,
2742,ACC,2023,1,17.79444054,1.19525031,94.54857635,0.068541,-0.11332343
2742,ACC,2023,2,19.22392374,1.05394935,80.31235437,0.052702,0.74750144
2742,ACC,2023,3,17.90460363,1.05494437,228.05509242,0.05802806,0.1686963
2742,ACC,2023,4,21.07569656,1.14805946,281.14557976,0.05571413,0.2999874
2742,ACC,2024,1,20.22525672,1.13481569,97.74648217,0.05931729,0.26569194
2742,ACC,2024,2,19.67685422,1.08445486,71.51495414,0.05678569,0.08051421
2742,ACC,2024,3,22.20216565,1.13604519,189.17023165,0.05199822,0.13316594
2742,ACC,2024,4,28.41354893,1.11954413,139.57018449,0.04017762,-0.52953062
7551,ACG,2023,1,11.98878671,1.61526187,267.37126894,0.137496,-0.24149113
7551,ACG,2023,2,12.19101244,1.4693782,798.89454297,0.12235617,-0.09102374
7551,ACG,2023,3,12.50978263,1.350147,861.26675583,0.11144915,-0.14381195
7551,ACG,2023,4,13.25781005,1.38736781,1074.36671325,0.10802104,-0.21235645
7551,ACG,2024,1,13.76955339,1.55937816,539.96042947,0.11643899,0.12092746
7551,ACG,2024,2,12.61089528,1.52036885,783.41051202,0.11819229,0.19210148
7551,ACG,2024,3,12.71953637,1.48757017,864.92980453,0.11775879,0.09861135
7551,ACG,2024,4,12.88963894,1.29627571,596.88200247,0.10062962,0.11078187
2718,ACL,2023,1,11.79415257,0.82556665,37.7962241,0.070647,-0.76084144
2718,ACL,2023,2,21.31230978,0.75997175,82.3188817,0.03471835,-0.47274517
2718,ACL,2023,3,39.82589724,0.74921724,95.64641115,0.01854288,-0.17206168
2718,ACL,2023,4,62.61767964,0.77202301,26.03796492,0.01213734,0.58487438
2718,ACL,2024,1,50.93233073,0.79486704,45.34720035,0.01564359,0.48925275
2718,ACL,2024,2,53.71539738,0.74533997,55.43722366,0.01391845,0.17985321
2718,ACL,2024,3,61.18431298,0.73603368,66.85470611,0.01208881,0.10317655
2718,ACL,2024,4,46.08095605,0.61250565,46.98315308,0.01338088,-0.02720248
7708,ADG,2023,1,15.50462266,2.47460638,-56.97309532,0.165604,0.04674058
7708,ADG,2023,2,16.2807164,1.82913118,257.35739709,0.11279893,-0.36414862
7708,ADG,2023,3,17.77682022,1.46913146,-300.26697638,0.08184,-0.39668411
7708,ADG,2023,4,17.09014359,1.07764476,1056.81435476,0.07213453,-0.03346256
7708,ADG,2024,1,15.29086505,0.93952347,-153.66706443,0.06270856,0.04680069
7708,ADG,2024,2,9.96513675,0.72395657,500.96806069,0.07511856,0.08347884
7708,ADG,2024,3,9.40821627,0.74813091,-213.66652646,0.07954371,0.2174661
7708,ADG,2024,4,12.13624967,0.64474869,698.58308289,0.05446698,-0.23787891
2711,ADP,2023,1,11.31018948,1.71268901,402.05358702,0.148662,-0.10372914
2711,ADP,2023,2,10.58272381,1.59744534,358.91851848,0.1450707,-0.36021835
2711,ADP,2023,3,9.35992446,1.65565398,842.02714375,0.182263,0.59436906
2711,ADP,2023,4,9.38263356,1.92540127,952.64753942,0.20990661,0.35872606
2711,ADP,2024,1,9.30952471,2.16848857,977.60853986,0.25422182,1.02371241
2711,ADP,2024,2,7.70885206,2.61969097,1203.66543285,0.32000166,2.38461452
2711,ADP,2024,3,7.24532523,2.41535605,799.6493199,0.31858138,0.13107304
2711,ADP,2024,4,8.10178444,2.53775605,721.96466023,0.30493509,0.02929003
2528,ADS,2023,1,15.70092371,1.40341911,253.95242345,0.088152,-0.3113682
2528,ADS,2023,2,12.02684488,1.06433382,488.90900621,0.08894154,0.32808399
2528,ADS,2023,3,12.47986559,1.29487297,276.47895713,0.08334839,1.00313044
2528,ADS,2023,4,12.96111622,1.23258106,143.39395223,0.11077202,1.22975154
2528,ADS,2024,1,12.45365133,0.96176167,108.99432893,0.07399177,-0.01539331
2528,ADS,2024,2,15.57908266,0.7500948,87.07147773,0.0471111,-0.56565825
2528,ADS,2024,3,20.88103549,0.79996972,380.30071017,0.03527275,-0.591259
2528,ADS,2024,4,11.79756767,0.66683562,368.50634204,0.06088117,0.41547118
8289,AGG,2023,1,-201.92725771,1.62447589,36.94877555,-0.008002,-0.63567116
8289,AGG,2023,2,-51.56629176,1.31031988,610.51385004,-0.02574023,-0.26654309
8289,AGG,2023,3,-60.47056696,1.21459528,429.17674613,-0.02080899,0.60951181
8289,AGG,2023,4,15.48299454,0.97015732,324.89829267,0.1786534,-0.93036335
8289,AGG,2024,1,8.09333981,1.0013218,1600.8123629,0.13710571,8.97891652
8289,AGG,2024,2,7.43216905,0.81684958,203.4723708,0.11264897,-0.92854783
8289,AGG,2024,3,8.26366493,0.81034045,155.330276,0.09795542,-0.89179432
8289,AGG,2024,4,8.02839505,0.79529447,291.99971793,0.10093879,0.2378403
2726,AGM,2023,1,-0.94593995,0.50091143,-899.70354945,-0.419526,-0.89027911
2726,AGM,2023,2,-0.60491019,0.6278136,-2105.47520412,-0.59616771,-0.9483898
2726,AGM,2023,3,-0.7297662,0.61781168,161.94067363,-0.62231658,-0.77845323
2726,AGM,2023,4,-0.37429443,3.68559815,-8572.09930401,-1.70833003,-1.3993599
2726,AGM,2024,1,-0.31226765,9.35351319,-820.79517368,-2.04821334,-1.28538428
2726,AGM,2024,2,-0.25339734,-0.77410954,-4581.34602203,-7.25544169,0.34696452
2726,AGM,2024,3,-0.21015629,-0.58852367,-729.1020783,7.53971931,-1.12120241
2726,AGM,2024,4,-0.11839352,-0.12617955,-8143.18639802,2.35456364,0.99868265
2719,AGR,2023,1,23.52356579,1.2973887,204.17380485,0.056031,0.22217241
2719,AGR,2023,2,22.46269004,1.48150598,193.06646126,0.064267,1.08867101
2719,AGR,2023,3,22.82225826,1.4558521,124.41270206,0.063164,0.20072462
2719,AGR,2023,4,27.97115527,1.64042563,157.62039759,0.05861788,-0.16168901
2719,AGR,2024,1,28.75482751,1.56614265,164.79285288,0.05564091,-0.09713897
2719,AGR,2024,2,32.38987358,1.64565292,116.62163156,0.0491889,-0.15505659
2719,AGR,2024,3,28.03484647,1.45894286,145.95125085,0.05124956,-0.12393111
2719,AGR,2024,4,23.90543502,1.32266966,200.10649913,0.05472464,0.45578498
2748,ANV,2023,1,9.03007996,1.6651001,691.70978659,0.192891,-0.43349016
2748,ANV,2023,2,16.22676507,1.50169584,-382.24056502,0.09074636,-0.89403513
2748,ANV,2023,3,26.01329783,1.32272747,7.78039572,0.050116,-0.70434606
2748,ANV,2023,4,97.77863686,1.35564923,-3.87814354,0.01367929,-0.51398074
2748,ANV,2024,1,-142.55106629,1.6729455,126.57590815,-0.01151123,-0.50193849
2748,ANV,2024,2,292.87261052,1.55758429,-17.12743,0.00524417,2.06784791
2748,ANV,2024,3,116.08324029,1.70472689,208.74850362,0.01470234,1.03612015
2748,ANV,2024,4,84.88847313,1.45185724,20.02594251,0.01714972,0.21300274
2770,APG,2023,1,-5.2338435,0.8004915,290.44718436,-0.148569,-0.61311471
2770,APG,2023,2,-12.94684567,0.82636857,449.78838322,-0.06220355,2.05006847
2770,APG,2023,3,-32.48743519,1.15037463,-41.84575054,-0.035741,0.93091021
2770,APG,2023,4,15.40299013,1.26360139,257.86940479,0.08467827,1.25180156
2770,APG,2024,1,16.7674888,1.34621647,40.7089091,0.06145876,-0.6900739
2770,APG,2024,2,19.03155409,0.8372964,194.70426495,0.04257225,-0.38166497
2770,APG,2024,3,-21.89252422,0.64848583,-662.17685142,-0.02751658,-44.54843727
2770,APG,2024,4,-16.36120833,0.99600701,-227.9234248,-0.06265545,-1.92727754
6026,APH,2023,1,-57.48447269,0.86898734,-29.2220751,-0.014431,-0.33574886
6026,APH,2023,2,-19.44777305,0.65983751,-75.71030742,-0.03244394,-0.33180755
6026,APH,2023,3,-26.23838698,0.76058755,83.84437667,-0.028595,-0.06709312
6026,APH,2023,4,57.31935205,0.82201556,165.11546336,0.08396567,1.68291669
6026,APH,2024,1,25.6872928,0.88661453,172.83598404,0.03365533,0.23710806
6026,APH,2024,2,9.8288292,0.63285965,222.22798277,0.06351825,0.54152898
6026,APH,2024,3,13.23688146,0.74077011,-17.00013081,0.05486648,0.18441751
6026,APH,2024,4,13.56142202,0.64427482,110.08556247,0.04850223,0.1191548
6153,ASG,2023,1,24.51754049,1.4905073,33.40805731,0.05955,0.14982341
6153,ASG,2023,2,-142.18657856,1.53778308,-68.99979772,-0.01068873,-0.41459103
6153,ASG,2023,3,-73.02394556,1.66837541,23.90048504,-0.01907807,-0.4619963
6153,ASG,2023,4,367.09217341,1.51641388,55.05597086,0.0231462,-0.2612977
6153,ASG,2024,1,411.32164672,1.36462681,31.64134823,0.00308181,0.10432882
6153,ASG,2024,2,56.58722929,1.3162816,200.11831652,0.02210403,0.33560579
6153,ASG,2024,3,45.62000163,1.23552283,86.62263783,0.02607569,0.22915512
6153,ASG,2024,4,54.88755616,1.20969722,-11.83644992,0.02283487,0.236917
2778,ASM,2023,1,8.2140782,0.76347087,205.7956514,0.092479,-0.26725366
2778,ASM,2023,2,7.78397599,0.51801509,238.37380445,0.065961,-0.39073755
2778,ASM,2023,3,15.02279349,0.68471282,134.73106623,0.046025,-0.31291115
2778,ASM,2023,4,18.98022371,0.70720135,46.36158091,0.04815095,-0.17818213
2778,ASM,2024,1,17.83789337,0.67411648,173.76314848,0.03805727,-0.15586252
2778,ASM,2024,2,15.67183135,0.60545332,262.81095962,0.03926296,0.02369496
2778,ASM,2024,3,13.76786387,0.53722838,133.31348022,0.0396353,0.1315023
2778,ASM,2024,4,13.71379914,0.4577445,-41.64129462,0.03392182,0.15322675
2777,ASP,2023,1,96.47547323,0.51790133,54.14352837,0.005414,-0.10612498
2777,ASP,2023,2,7.73854584,0.42790606,11.48802128,0.05589228,-0.04339174
2777,ASP,2023,3,6.9205856,0.41836684,-430.22553091,0.05885668,0.19845756
2777,ASP,2023,4,-1.83493501,0.4249986,488.66259724,-0.20511001,0.02147768
2777,ASP,2024,1,-35.87696487,0.47587274,-195.35245801,-0.01094531,-0.16346678
2777,ASP,2024,2,-5.88660839,0.54319587,-515.40593647,-0.06439293,-0.21524924
2777,ASP,2024,3,23.13899516,0.57665095,408.35951788,0.02067053,-0.15377868
2777,ASP,2024,4,25.24419198,0.59769469,425.38265812,0.02410683,-0.21950124
6353,AST,2023,1,38.76676424,6.47763347,573.49552107,0.180221,3.76850666
6353,AST,2023,2,30.18126278,5.86337881,693.5691684,0.21326752,1.12747941
6353,AST,2023,3,24.57055503,5.32914055,651.85877718,0.23864924,0.70829885
6353,AST,2023,4,21.3359122,4.87962717,649.5160488,0.33466394,0.43938067
6353,AST,2024,1,21.61510453,4.99029986,776.26629182,0.25227713,0.38917219
6353,AST,2024,2,19.58771645,4.76362887,725.135823,0.24674708,0.23346835
6353,AST,2024,3,17.74095285,4.31930666,864.70340096,0.25586077,0.20124304
6353,AST,2024,4,17.4706063,4.933109,936.58467178,0.28810683,0.27364084
7772,BAF,2023,1,16.01393686,1.75765921,22.2202359,0.11963,-0.55014051
7772,BAF,2023,2,18.73294267,1.72776493,58.422352,0.09675974,0.28879488
7772,BAF,2023,3,62.60418942,1.85893592,273.03746904,0.03070551,-0.33555366
7772,BAF,2023,4,146.47939526,2.07598279,-214.63986196,0.01670096,-0.34034088
7772,BAF,2024,1,23.93902265,2.22760293,832.80070169,0.07039325,1.70631484
7772,BAF,2024,2,26.9098544,2.65620819,205.1172005,0.08230799,0.23821208
7772,BAF,2024,3,27.98994232,2.34104774,252.55480965,0.08358585,0.55525003
7772,BAF,2024,4,22.69130101,3.55854466,429.73104291,0.1314503,4.04006739
2806,BBC,2023,1,18.51438747,0.82212281,160.09988195,0.045343,-0.1230255
2806,BBC,2023,2,15.57747534,0.7174634,-7.60457864,0.046366,-0.19729483
2806,BBC,2023,3,15.42185587,0.7333334,1246.05218228,0.04713222,0.18586364
2806,BBC,2023,4,9.75053389,0.6638907,3877.0984965,0.0705186,0.0837289
2806,BBC,2024,1,8.18990108,0.64924772,928.48294716,0.08179156,0.62238433
2806,BBC,2024,2,7.41304983,0.63297821,477.39303472,0.08713857,0.72143704
2806,BBC,2024,3,7.54930318,0.68471323,1817.01855243,0.09268986,0.19042556
2806,BBC,2024,4,8.68497254,0.67458838,2971.75078974,0.07990242,0.07672616
2790,BCE,2023,1,-5.23506256,0.77706917,-237.95530923,-0.135044,-0.9431435
2790,BCE,2023,2,-5.85285183,0.61340656,-71.03001834,-0.098263,3.74431429
2790,BCE,2023,3,-5.13200277,0.64556104,-163.65008149,-0.12103532,1.20487872
2790,BCE,2023,4,263.70618513,0.61622125,502.76710431,0.00233951,0.42080708
2790,BCE,2024,1,45.3419599,0.64122846,-134.65651289,0.01434049,7.30252395
2790,BCE,2024,2,-43.13085852,0.63400202,-337.54387989,-0.01435756,-1.48946749
2790,BCE,2024,3,-37.3745612,1.04000481,-276.18832434,-0.02664525,-1.57831101
2790,BCE,2024,4,4.63642494,0.89630874,2873.74134883,0.20740419,3.40876058
2791,BCG,2023,1,67.19131174,0.86479271,24.38722817,0.012305,-0.61932271
2791,BCG,2023,2,-95.27392987,0.59215137,226.44150545,-0.00614984,0.46758874
2791,BCG,2023,3,-70.83336914,0.65734317,10.67172498,-0.009285,-0.18787081
2791,BCG,2023,4,69.64195863,0.59991022,-120.845333,0.02530291,1.28583163
2791,BCG,2024,1,56.95448752,0.88866278,25.557398,0.01112921,0.33818048
2791,BCG,2024,2,45.29854782,0.56977993,164.84459283,0.01151619,-0.18947287
2791,BCG,2024,3,18.96870206,0.52106097,149.42635691,0.0256014,0.12216852
2791,BCG,2024,4,7.26079993,0.34134407,144.22077098,,-0.28934196
1858,BCM,2023,1,62.09827516,4.75823856,88.41895441,0.075706,-0.50476569
1858,BCM,2023,2,142.37489057,3.63940855,78.68727185,0.02535161,-0.38432573
1858,BCM,2023,3,143.90610226,3.76214501,210.02083111,0.026339,0.07919631
1858,BCM,2023,4,22.42414865,2.92735137,1981.60620813,0.12911234,7.48872531
1858,BCM,2024,1,30.74102022,4.07578249,114.12184197,0.1393659,0.41287883
1858,BCM,2024,2,25.44884716,3.59630295,264.11212635,0.14627819,0.07508817
1858,BCM,2024,3,25.73731132,3.74862471,332.7487711,0.14906347,0.15642225
1858,BCM,2024,4,26.40630661,2.94817982,1402.14882514,0.11465333,-0.4417818
2796,BFC,2023,1,20.52366302,1.09815945,-376.57947609,0.058523,-0.73335424
2796,BFC,2023,2,21.08578337,1.15418766,921.95495303,0.05174936,0.24041266
2796,BFC,2023,3,11.93476195,1.44902503,1412.95214999,0.12393556,0.85055176
2796,BFC,2023,4,10.99071385,1.51864115,636.79714612,0.12458786,0.23592647
2796,BFC,2024,1,10.83914685,2.23929815,1133.78492131,0.22104842,2.16559235
2796,BFC,2024,2,6.72016164,2.02244371,2932.39010477,0.31583077,0.88850025
2796,BFC,2024,3,7.13849068,1.88999758,921.46607092,0.280498,-0.14563793
2796,BFC,2024,4,6.54137526,1.85676424,1257.22307687,0.30636546,0.54578429
2818,BHN,2023,1,21.81561951,2.13566749,49.33109605,0.09911767,-0.30732632
2818,BHN,2023,2,20.41044471,1.90662369,760.86056831,0.09575223,
2818,BHN,2023,3,27.54054517,1.88369326,390.00103958,0.070369,-0.16894494
2818,BHN,2023,4,26.32923691,1.90345546,246.86784458,0.07666064,-0.13103056
2818,BHN,2024,1,27.99713724,1.92832426,-22.5888563,0.06726165,0.08566551
2818,BHN,2024,2,29.89068257,2.0002372,663.71019251,0.06376976,0.21194385
2818,BHN,2024,3,25.99580907,1.90820955,535.31716449,0.07254317,0.08996057
2818,BHN,2024,4,21.97996393,1.82516599,472.37363862,0.08275128,0.16704912
2814,BIC,2023,1,10.65327072,1.27890083,665.47439482,0.127053,0.20493806
2814,BIC,2023,2,7.00902864,1.11046707,1075.44010298,0.156699,0.89723551
2814,BIC,2023,3,7.0109449,1.18575584,890.57676888,0.172033,0.33812852
2814,BIC,2023,4,7.4961242,1.22120998,1075.91358432,0.17105954,0.89384572
2814,BIC,2024,1,9.60123458,1.54770235,895.0632383,0.17144406,0.62209979
2814,BIC,2024,2,7.30988146,1.34726713,1427.16164618,0.18309887,0.28995363
2814,BIC,2024,3,8.49384098,1.4210113,604.76199591,0.16828933,-0.222117
2814,BIC,2024,4,8.23224385,1.37956427,1291.11257988,0.17300281,0.61713252
2812,BID,2023,1,,,,,
2812,BID,2023,2,,,,,
2812,BID,2023,3,,,,,
2812,BID,2023,4,,,,,
2812,BID,2024,1,,,,,
2812,BID,2024,2,,,,,
2812,BID,2024,3,,,,,
2812,BID,2024,4,,,,,
8769,BKG,2023,1,12.53407189,0.45006952,64.35785365,0.036234,0.03122237
8769,BKG,2023,2,16.63485728,0.40464008,24.19789769,0.02446003,-0.68235777
8769,BKG,2023,3,29.23145356,0.41263036,36.56897605,0.01419206,-0.6311061
8769,BKG,2023,4,26.6574309,0.38562491,25.37214722,0.01457946,-0.13388361
8769,BKG,2024,1,27.94285561,0.37726869,58.90505043,0.0135832,-0.08005383
8769,BKG,2024,2,19.65536198,0.33330584,59.41394849,0.01708784,0.61913321
8769,BKG,2024,3,17.74570285,0.30497612,37.82873739,0.01730836,0.08845874
8769,BKG,2024,4,13.77167287,0.26973091,49.97240767,0.01978161,0.67596515
2832,BMC,2023,1,8.09327859,0.78194137,216.39387249,0.09779,-0.22745357
2832,BMC,2023,2,10.29799158,0.86592445,520.18573902,0.08308966,-0.34318729
2832,BMC,2023,3,10.88672744,1.02863947,486.23024564,0.095207,0.90333842
2832,BMC,2023,4,9.19314175,0.97432522,729.7326461,0.10852619,0.8351072
2832,BMC,2024,1,8.67754647,0.97834491,384.26640358,0.11758755,0.47161679
2832,BMC,2024,2,10.79370104,1.28789855,544.5401324,0.11768513,-0.00109264
2832,BMC,2024,3,9.73361108,1.13434457,493.79666068,0.1168571,0.07544504
2832,BMC,2024,4,9.36430248,1.01008884,638.41523397,0.10983242,-0.01097167
2833,BMI,2023,1,9.82253894,1.16495864,670.40780384,0.123299,0.06240768
2833,BMI,2023,2,8.78646067,1.06223918,678.93908861,0.123235,-0.02392807
2833,BMI,2023,3,8.11444191,1.01704528,970.59246263,0.12966331,-1.25075414
2833,BMI,2023,4,8.43016525,1.04941391,620.71496741,0.13006589,0.10690286
2833,BMI,2024,1,8.83089896,1.07008985,603.09081235,0.12610894,0.06388061
2833,BMI,2024,2,8.68168612,1.03954436,586.25667694,0.12203494,0.27039495
2833,BMI,2024,3,10.04290954,0.98269943,424.33073373,0.09963806,-0.9964257
2833,BMI,2024,4,12.13839452,1.03495472,324.84227925,0.08753442,-0.25177983
2836,BMP,2023,1,9.78987337,2.86591601,3429.53886448,0.32036,0.73823232
2836,BMP,2023,2,6.94928909,2.51864053,3598.88866019,0.366234,0.46494393
2836,BMP,2023,3,8.62548489,3.00390641,2550.54670673,0.36725214,-0.05780323
2836,BMP,2023,4,8.64213483,3.34476713,3137.79103803,0.39201544,0.24407939
2836,BMP,2024,1,8.28830947,2.73475871,2319.48306808,0.33661532,-0.23359696
2836,BMP,2024,2,10.92554246,3.85682877,3424.1058327,0.33466392,-0.11711665
2836,BMP,2024,3,10.08095003,3.48530963,3538.08445475,0.36436639,0.52118184
2836,BMP,2024,4,11.15427282,4.0904734,2821.31194301,0.36753223,-0.23495359
2839,BRC,2023,1,8.52290492,0.73247938,344.59548564,0.088661,-0.03251306
2839,BRC,2023,2,7.90789162,0.73185862,257.08336883,0.088211,-0.1498591
2839,BRC,2023,3,8.99767269,0.7502693,540.70464963,0.082457,-0.0808522
2839,BRC,2023,4,8.63442111,0.79920654,424.11248827,0.09229534,0.09975326
2839,BRC,2024,1,9.11329002,0.91010711,352.72292438,0.09655383,-0.16036293
2839,BRC,2024,2,7.38208632,0.75332135,450.25286754,0.10622228,0.39384414
2839,BRC,2024,3,7.9318982,0.87243087,626.18815342,0.1108226,0.30301552
2839,BRC,2024,4,7.65214686,0.7829789,328.51272279,0.10299198,0.04472409
2848,BSI,2023,1,43.70910629,1.4771849,520.16952723,0.034109,-0.02912788
2848,BSI,2023,2,27.6753915,1.68477791,658.12936679,0.057766,2.61509469
2848,BSI,2023,3,28.75874463,2.25834386,605.02861081,0.080065,1.1897444
2848,BSI,2023,4,24.67727898,2.15578668,317.49654551,0.09021502,1.16927238
2848,BSI,2024,1,23.62237371,2.19749946,676.33056996,0.09593445,0.4546128
2848,BSI,2024,2,26.19136507,2.34631382,566.02196963,0.0923774,-0.03670475
2848,BSI,2024,3,25.50919666,1.98154764,313.85420894,0.07970628,-0.20147221
2848,BSI,2024,4,26.78425509,2.18571112,408.64402947,0.0847648,0.19342684
4737,BSR,2023,1,4.17598556,1.08618857,525.4636311,0.271914,-0.20687226
4737,BSR,2023,2,11.44126633,1.09448458,432.54246006,0.096505,-0.89193411
4737,BSR,2023,3,7.65173593,1.07567821,1051.55012799,0.14682827,4.85667934
4737,BSR,2023,4,6.48254531,0.97698825,735.08965858,0.15817183,0.46442926
4737,BSR,2024,1,8.51320526,1.17390138,368.91463714,0.14448693,-0.39387022
4737,BSR,2024,2,8.9295187,1.13032716,252.078141,0.13016245,-0.57699724
4737,BSR,2024,3,21.01952505,1.13219743,-390.31370739,0.05207333,-1.38365614
4737,BSR,2024,4,78.84740031,0.89653862,-27.12131314,0.01118045,-0.91817411
2855,BTP,2023,1,8.97903796,0.76957217,240.72239898,0.08558,1.19413308
2855,BTP,2023,2,7.09764411,0.65516412,457.93879461,0.09328597,7.1039646
2855,BTP,2023,3,22.7069498,0.80262321,195.80115203,0.034345,-1.11648823
2855,BTP,2023,4,11.79033465,0.7045026,303.63930489,0.05875051,-1.30893689
2855,BTP,2024,1,12.43445393,0.79681788,156.46137886,0.05683792,-0.09167599
2855,BTP,2024,2,17.10805432,0.7383843,89.36117077,0.03996522,-0.5469222
2855,BTP,2024,3,22.39944679,1.66215157,-13.73433809,0.02986572,1.648299
2855,BTP,2024,4,16.74010998,0.67388936,509.93086182,0.03779731,-0.458117
2864,BTT,2023,1,12.49071587,1.16158594,926.9441103,0.095094,1.6020805
2864,BTT,2023,2,9.24980283,1.09122447,1232.02263593,0.1235063,0.34433362
2864,BTT,2023,3,8.41234703,1.08205751,858.30427311,0.1280536,0.22794649
2864,BTT,2023,4,8.48563975,1.09612397,636.4427557,0.133078,0.08637557
2864,BTT,2024,1,9.27295694,1.15991434,939.80619,0.12835283,0.05339359
2864,BTT,2024,2,10.88266836,1.19260709,873.45900874,0.11447911,0.20677184
2864,BTT,2024,3,11.34121666,1.3652606,887.67648467,0.11549689,0.12673329
2864,BTT,2024,4,11.23580778,1.36872127,770.10381289,0.12207709,0.12003827
2859,BVH,2023,1,21.83394043,1.65617941,711.57534353,0.074197,-1.32822404
2859,BVH,2023,2,17.54773053,1.36863984,541.89085812,0.07810901,-6.91341355
2859,BVH,2023,3,17.84375441,1.40707874,584.19300056,0.08105602,-44.14093866
2859,BVH,2023,4,16.40723415,1.37222928,483.08641268,0.08914112,-0.92749695
2859,BVH,2024,1,17.92954223,1.45575456,789.10624112,0.08273713,-3.3884001
2859,BVH,2024,2,17.65505487,1.43166275,576.34538622,0.08292799,0.49352765
2859,BVH,2024,3,19.71731109,1.65289984,722.80648931,0.0865213,0.81746024
2859,BVH,2024,4,16.16194299,1.50984453,754.84063897,0.09603442,1.08503527
